parcel,year,month,price,risk,acres,sqft,age,class,churchill
302,2000,5,174391.10077053288,0.0,0.9616617444593017,23.0443679058017,42,1,0
302,1992,11,160093.06950241418,0.0,0.9616617444593017,23.0443679058017,34,1,0
303,1998,2,214615.30216776763,0.0,1.6226061732154067,30.563538665859657,17,2,1
303,1993,4,231052.17115370385,0.0,1.6226061732154067,30.563538665859657,12,2,1
303,1994,7,226699.73824572982,0.0,1.6226061732154067,30.563538665859657,13,2,1
303,1995,12,214485.49828235267,0.0,1.6226061732154067,30.563538665859657,14,2,1
303,1990,7,237170.00791546705,0.0,1.6226061732154067,30.563538665859657,9,2,1
303,1999,9,211974.31725887817,0.0,1.6226061732154067,30.563538665859657,18,2,1
304,1994,4,172647.52030499914,0.0,3.3470970613176676,14.45396471449781,48,2,1
304,1993,4,183450.74821216962,0.0,3.3470970613176676,14.45396471449781,47,2,1
304,1999,2,167702.34156027943,0.0,3.3470970613176676,14.45396471449781,53,2,1
304,2001,10,166119.22688247176,1.713976063438336,3.3470970613176676,14.45396471449781,55,2,1
305,1993,12,188236.48968348542,0.0,1.8482506717112765,26.348108469282906,37,1,0
305,2000,2,181350.54547980597,0.0,1.8482506717112765,26.348108469282906,44,1,0
305,1994,11,186929.95757267124,0.0,1.8482506717112765,26.348108469282906,38,1,0
305,2001,1,184170.2298542342,0.0,1.8482506717112765,26.348108469282906,45,1,0
306,1992,5,230833.86790322192,0.0,3.2451178159387974,22.344546284096264,26,4,0
306,2001,11,199744.7037903072,0.0,3.2451178159387974,22.344546284096264,35,4,0
306,1999,2,226352.42251527632,0.0,3.2451178159387974,22.344546284096264,33,4,0
307,1998,2,229017.16913932026,0.0,2.8298385693103234,30.46021813714595,54,3,1
307,1997,10,226033.5324314526,0.0,2.8298385693103234,30.46021813714595,53,3,1
307,1991,5,221033.2072387685,0.0,2.8298385693103234,30.46021813714595,47,3,1
307,2001,11,216880.23451949965,0.7690395343254945,2.8298385693103234,30.46021813714595,57,3,1
307,2002,6,217938.0143088381,1.079201002359211,2.8298385693103234,30.46021813714595,58,3,1
308,2000,2,134313.4808192791,0.0,1.5399681308367676,10.589877699276453,48,2,0
308,1993,3,135816.35105007837,0.0,1.5399681308367676,10.589877699276453,41,2,0
308,1995,8,121288.92866862423,0.0,1.5399681308367676,10.589877699276453,43,2,0
309,1990,8,282461.2926999767,0.0,4.634924080666423,31.817091720078803,0,1,1
309,1999,4,282207.14428223245,0.0,4.634924080666423,31.817091720078803,9,1,1
309,2000,10,276161.18256504764,0.631890756803052,4.634924080666423,31.817091720078803,10,1,1
309,1991,8,295066.50526994996,0.0,4.634924080666423,31.817091720078803,1,1,1
309,2002,8,277899.17468729126,1.5123621367579176,4.634924080666423,31.817091720078803,12,1,1
310,1998,7,236556.41177709078,0.0,4.150012274764353,17.411426566293127,14,2,0
310,1991,2,237779.48990380453,0.0,4.150012274764353,17.411426566293127,7,2,0
310,2002,5,241800.46308598766,0.0,4.150012274764353,17.411426566293127,18,2,0
311,1998,10,211314.74055012633,0.0,1.2084082524378685,29.08938520228756,12,3,1
311,1993,12,233819.20868988291,0.0,1.2084082524378685,29.08938520228756,7,3,1
311,1995,6,207743.72483637682,0.0,1.2084082524378685,29.08938520228756,9,3,1
312,1994,4,254023.3514565202,0.0,4.485335255354936,14.577842146452769,18,4,0
312,1992,6,252474.75181868015,0.0,4.485335255354936,14.577842146452769,16,4,0
312,1990,3,250381.98257997268,0.0,4.485335255354936,14.577842146452769,14,4,0
312,2001,6,241291.54470390777,0.0,4.485335255354936,14.577842146452769,25,4,0
312,1999,9,243645.30858979683,0.0,4.485335255354936,14.577842146452769,23,4,0
312,1991,8,239676.16101017376,0.0,4.485335255354936,14.577842146452769,15,4,0
313,2002,6,174483.74581023885,1.5584039243430494,2.833641039238904,16.68871623070631,60,4,1
313,1993,6,186913.2206269637,0.0,2.833641039238904,16.68871623070631,51,4,1
313,2000,8,178596.3422800651,0.907500210024522,2.833641039238904,16.68871623070631,58,4,1
313,1992,8,186431.49396708797,0.0,2.833641039238904,16.68871623070631,50,4,1
313,1997,9,172265.34951328492,0.0,2.833641039238904,16.68871623070631,55,4,1
313,1996,1,201432.32776322987,0.0,2.833641039238904,16.68871623070631,54,4,1
314,1990,11,259186.20589721878,0.0,2.579713350598202,34.241881560510215,3,1,1
314,1998,10,236514.68778318758,0.0,2.579713350598202,34.241881560510215,11,1,1
314,1996,10,267100.41453886067,0.0,2.579713350598202,34.241881560510215,9,1,1
315,1996,7,200049.1547751998,0.0,3.127002019244723,17.024054935368852,44,3,0
315,1992,10,190958.04906779455,0.0,3.127002019244723,17.024054935368852,40,3,0
315,1990,5,195342.71349488338,0.0,3.127002019244723,17.024054935368852,38,3,0
315,2000,10,187535.75684729445,0.0,3.127002019244723,17.024054935368852,48,3,0
316,1999,7,141219.32813979726,0.0,1.6677494255227783,15.499691266748822,53,2,1
316,1996,6,157198.69696395288,0.0,1.6677494255227783,15.499691266748822,50,2,1
316,2001,11,133678.30770457978,1.8691077101465896,1.6677494255227783,15.499691266748822,55,2,1
316,1994,5,151363.4996744722,0.0,1.6677494255227783,15.499691266748822,48,2,1
316,1998,2,143881.48347850482,0.0,1.6677494255227783,15.499691266748822,52,2,1
317,1995,1,255960.0423049205,0.0,4.4369768447387905,13.027182536536422,14,3,1
317,2002,11,232841.20713400983,0.9966121080472647,4.4369768447387905,13.027182536536422,21,3,1
317,2000,6,225285.1989764009,1.215803284689828,4.4369768447387905,13.027182536536422,19,3,1
317,1990,2,236878.9091847815,0.0,4.4369768447387905,13.027182536536422,9,3,1
318,1991,12,230651.51284679392,0.0,3.422500877903327,25.532637558576365,30,4,0
318,1994,10,232519.95986918398,0.0,3.422500877903327,25.532637558576365,33,4,0
318,1998,2,232864.78086805978,0.0,3.422500877903327,25.532637558576365,37,4,0
319,1999,11,216038.25845431266,0.0,1.493290999530193,29.597386460677775,12,3,1
319,1992,9,233849.89245023672,0.0,1.493290999530193,29.597386460677775,5,3,1
319,1994,1,195201.31733180396,0.0,1.493290999530193,29.597386460677775,7,3,1
319,1998,3,214223.85416312,0.0,1.493290999530193,29.597386460677775,11,3,1
319,2002,10,201678.38501066514,1.1547399904148716,1.493290999530193,29.597386460677775,15,3,1
319,2000,9,212942.50518116096,1.0661477243269517,1.493290999530193,29.597386460677775,13,3,1
320,2002,6,254609.67928651161,0.0,3.437346094676251,38.427621993301216,52,1,0
320,1992,7,239796.7138316546,0.0,3.437346094676251,38.427621993301216,42,1,0
320,1993,3,254909.7833253743,0.0,3.437346094676251,38.427621993301216,43,1,0
320,2001,5,237620.94531643283,0.0,3.437346094676251,38.427621993301216,51,1,0
320,1995,4,257254.01609520504,0.0,3.437346094676251,38.427621993301216,45,1,0
321,1995,5,171248.7571784353,0.0,1.6776706393499181,21.369102378833578,37,3,0
321,1994,3,182754.52913801096,0.0,1.6776706393499181,21.369102378833578,36,3,0
321,1993,8,202306.0711642807,0.0,1.6776706393499181,21.369102378833578,35,3,0
321,1998,11,175273.79310881783,0.0,1.6776706393499181,21.369102378833578,40,3,0
322,1995,10,159689.29097098394,0.0,1.4660354547783394,18.292948351024233,32,1,1
322,1999,7,155333.65442292794,0.0,1.4660354547783394,18.292948351024233,36,1,1
322,1992,2,163980.69402532064,0.0,1.4660354547783394,18.292948351024233,29,1,1
323,1994,4,202285.9925800737,0.0,1.7751849241653614,29.430562572489826,24,1,1
323,1999,1,192141.20715630488,0.0,1.7751849241653614,29.430562572489826,29,1,1
323,1993,6,200314.28084243782,0.0,1.7751849241653614,29.430562572489826,23,1,1
324,1998,6,260794.48182379067,0.0,3.7807305263716446,31.350452449873366,37,4,0
324,1991,7,265101.69359767204,0.0,3.7807305263716446,31.350452449873366,30,4,0
324,2001,4,265993.6883755183,0.0,3.7807305263716446,31.350452449873366,40,4,0
324,1993,7,268476.09197083005,0.0,3.7807305263716446,31.350452449873366,32,4,0
325,2002,12,211679.86481376644,0.0,3.9514725634553227,12.819212332251483,21,3,0
325,1994,11,226953.44782730902,0.0,3.9514725634553227,12.819212332251483,13,3,0
325,1990,8,213670.6144094895,0.0,3.9514725634553227,12.819212332251483,9,3,0
325,1991,11,213716.64057305246,0.0,3.9514725634553227,12.819212332251483,10,3,0
325,1996,5,217983.15989007638,0.0,3.9514725634553227,12.819212332251483,15,3,0
326,1995,4,199805.16218391407,0.0,1.4651538479640023,27.309597981351267,27,3,1
326,1996,10,211612.84055481575,0.0,1.4651538479640023,27.309597981351267,28,3,1
326,1997,6,195632.63361817878,0.0,1.4651538479640023,27.309597981351267,29,3,1
326,1990,7,211183.10178456837,0.0,1.4651538479640023,27.309597981351267,22,3,1
326,1998,4,201838.00725412212,0.0,1.4651538479640023,27.309597981351267,30,3,1
326,1992,6,219661.78428396082,0.0,1.4651538479640023,27.309597981351267,24,3,1
327,1990,9,187344.57873234188,0.0,2.3029027886869122,16.868712340935062,42,3,0
327,1992,1,190232.18822890424,0.0,2.3029027886869122,16.868712340935062,44,3,0
327,1999,11,185721.62375146116,0.0,2.3029027886869122,16.868712340935062,51,3,0
328,2000,5,160717.61740568237,1.6053627422687624,2.1091054642291156,10.807124615489016,25,4,1
328,1990,7,180483.54614590888,0.0,2.1091054642291156,10.807124615489016,15,4,1
328,1998,10,160656.55230068893,0.0,2.1091054642291156,10.807124615489016,23,4,1
329,1995,4,131051.9779072961,0.0,1.7759658153652427,14.018100966181729,48,1,0
329,2002,6,157378.24770733187,0.0,1.7759658153652427,14.018100966181729,55,1,0
329,1990,4,156358.69292269496,0.0,1.7759658153652427,14.018100966181729,43,1,0
329,1996,7,127958.54325668339,0.0,1.7759658153652427,14.018100966181729,49,1,0
329,1992,3,139233.5531721694,0.0,1.7759658153652427,14.018100966181729,45,1,0
329,1993,8,153506.62843306357,0.0,1.7759658153652427,14.018100966181729,46,1,0
330,1998,8,138707.4772081849,0.0,1.4929918926205845,10.548999601119114,45,4,0
330,1990,11,140635.5108189506,0.0,1.4929918926205845,10.548999601119114,37,4,0
330,1992,2,146309.55720666063,0.0,1.4929918926205845,10.548999601119114,39,4,0
330,2000,12,137476.36963427637,0.0,1.4929918926205845,10.548999601119114,47,4,0
330,1997,6,155767.37235708357,0.0,1.4929918926205845,10.548999601119114,44,4,0
330,1994,6,160786.41841531722,0.0,1.4929918926205845,10.548999601119114,41,4,0
331,2001,10,169693.7527764421,0.0,1.2150447991672226,17.34940647801527,36,4,0
331,1991,9,181014.80194150942,0.0,1.2150447991672226,17.34940647801527,26,4,0
331,1994,7,170807.405133422,0.0,1.2150447991672226,17.34940647801527,29,4,0
331,2000,8,172714.08386684395,0.0,1.2150447991672226,17.34940647801527,35,4,0
331,1996,10,168219.08569752716,0.0,1.2150447991672226,17.34940647801527,31,4,0
332,1992,5,179878.75141805783,0.0,2.672051686993037,18.8210886523333,41,4,0
332,1995,10,204173.67151641272,0.0,2.672051686993037,18.8210886523333,44,4,0
332,1991,6,196106.3161718077,0.0,2.672051686993037,18.8210886523333,40,4,0
332,2001,7,166420.24340880147,0.0,2.672051686993037,18.8210886523333,50,4,0
332,1998,10,180746.88696085074,0.0,2.672051686993037,18.8210886523333,47,4,0
333,1990,1,209750.26843680494,0.0,3.521681543018879,17.15255937331085,35,3,0
333,1999,8,197903.26423946957,0.0,3.521681543018879,17.15255937331085,44,3,0
333,1992,7,205507.92510536293,0.0,3.521681543018879,17.15255937331085,37,3,0
333,1991,10,210609.1614370651,0.0,3.521681543018879,17.15255937331085,36,3,0
333,1996,8,204305.4496252589,0.0,3.521681543018879,17.15255937331085,41,3,0
333,1994,6,195835.97056431818,0.0,3.521681543018879,17.15255937331085,39,3,0
334,1997,9,190709.98706501996,0.0,2.341527808951373,15.277687879908463,12,4,1
334,1992,5,203560.65869831285,0.0,2.341527808951373,15.277687879908463,7,4,1
334,1998,1,200030.27612441184,0.0,2.341527808951373,15.277687879908463,13,4,1
335,1995,6,226160.19534398324,0.0,1.9327442468866611,35.65317513219861,36,1,0
335,1996,10,196539.45891083247,0.0,1.9327442468866611,35.65317513219861,37,1,0
335,2001,8,216034.7530133615,0.0,1.9327442468866611,35.65317513219861,42,1,0
335,2000,3,219248.6422096749,0.0,1.9327442468866611,35.65317513219861,41,1,0
336,2000,4,285061.41935224255,1.2354439171983658,4.978402459470727,37.69626078134567,16,2,1
336,2002,3,333797.87090073514,0.5865398322332932,4.978402459470727,37.69626078134567,18,2,1
336,1997,12,316291.29443357454,0.0,4.978402459470727,37.69626078134567,13,2,1
336,1994,7,300815.9416133273,0.0,4.978402459470727,37.69626078134567,10,2,1
337,1990,11,174906.8650861968,0.0,2.1515908033457736,12.757676132161482,23,4,1
337,1995,5,174849.51754577534,0.0,2.1515908033457736,12.757676132161482,28,4,1
337,2001,11,169737.685594935,1.0505880325264547,2.1515908033457736,12.757676132161482,34,4,1
337,1997,4,180890.32160219218,0.0,2.1515908033457736,12.757676132161482,30,4,1
337,1992,7,181651.45878397176,0.0,2.1515908033457736,12.757676132161482,25,4,1
338,1995,11,230635.64288000978,0.0,2.389064598778573,34.51963515592092,34,3,0
338,1991,6,245150.20543961413,0.0,2.389064598778573,34.51963515592092,30,3,0
338,1998,4,226444.26884076963,0.0,2.389064598778573,34.51963515592092,37,3,0
338,1990,4,255367.45754418685,0.0,2.389064598778573,34.51963515592092,29,3,0
338,1994,2,233665.01648419746,0.0,2.389064598778573,34.51963515592092,33,3,0
338,1999,4,241948.74066689512,0.0,2.389064598778573,34.51963515592092,38,3,0
339,1994,3,158921.9899380636,0.0,0.5573185077984878,20.553392982870996,41,1,0
339,1990,4,147325.09991493856,0.0,0.5573185077984878,20.553392982870996,37,1,0
339,2002,12,154279.78603156752,0.0,0.5573185077984878,20.553392982870996,49,1,0
339,2001,1,136559.52119927984,0.0,0.5573185077984878,20.553392982870996,48,1,0
339,1993,4,158735.2801238926,0.0,0.5573185077984878,20.553392982870996,40,1,0
340,1998,9,193311.2674369432,0.0,4.159584248809191,12.422985544707354,56,1,0
340,1995,6,188180.20370581702,0.0,4.159584248809191,12.422985544707354,53,1,0
340,2000,4,181456.18782426947,0.0,4.159584248809191,12.422985544707354,58,1,0
341,1994,11,282134.5277774232,0.0,4.8259059388099095,26.023635987062857,18,3,1
341,2001,8,252254.64155710483,1.9786491058441018,4.8259059388099095,26.023635987062857,25,3,1
341,1996,12,284169.3158688303,0.0,4.8259059388099095,26.023635987062857,20,3,1
341,1992,8,282499.57508078404,0.0,4.8259059388099095,26.023635987062857,16,3,1
341,1995,8,292468.3551269115,0.0,4.8259059388099095,26.023635987062857,19,3,1
342,2001,8,194716.62985531692,0.7006476297195007,1.7783519904909624,25.634334562080525,17,2,1
342,1990,11,212314.62366338985,0.0,1.7783519904909624,25.634334562080525,6,2,1
342,1999,1,218014.64072936386,0.0,1.7783519904909624,25.634334562080525,15,2,1
342,1994,7,216115.0177606146,0.0,1.7783519904909624,25.634334562080525,10,2,1
342,1991,7,225305.72421766777,0.0,1.7783519904909624,25.634334562080525,7,2,1
343,1997,1,249138.74531009706,0.0,4.76350951194037,20.914882172577478,15,1,1
343,1999,11,239245.89161416385,0.0,4.76350951194037,20.914882172577478,17,1,1
343,1995,2,259560.51736242964,0.0,4.76350951194037,20.914882172577478,13,1,1
343,1994,4,248778.3537842352,0.0,4.76350951194037,20.914882172577478,12,1,1
343,1992,11,259372.38675835583,0.0,4.76350951194037,20.914882172577478,10,1,1
344,1999,8,172507.9212813866,0.0,2.982136813370498,10.513736194700424,30,1,0
344,1990,3,165917.85858261716,0.0,2.982136813370498,10.513736194700424,21,1,0
344,1992,9,173379.7435757678,0.0,2.982136813370498,10.513736194700424,23,1,0
344,2000,12,142920.20168824308,0.0,2.982136813370498,10.513736194700424,31,1,0
344,1995,5,164705.18258219463,0.0,2.982136813370498,10.513736194700424,26,1,0
345,1994,1,207592.7157869466,0.0,3.9775684657463186,19.99367092729971,42,3,1
345,1996,11,224966.9173128379,0.0,3.9775684657463186,19.99367092729971,44,3,1
345,1995,10,219077.57049780127,0.0,3.9775684657463186,19.99367092729971,43,3,1
345,1998,1,223034.34270787332,0.0,3.9775684657463186,19.99367092729971,46,3,1
346,1996,1,231531.67359643843,0.0,1.3253923092671667,31.454064233746035,30,4,0
346,1991,6,205243.33443923618,0.0,1.3253923092671667,31.454064233746035,25,4,0
346,1992,6,216222.88172073825,0.0,1.3253923092671667,31.454064233746035,26,4,0
346,1998,10,201173.70797569587,0.0,1.3253923092671667,31.454064233746035,32,4,0
346,2002,4,215596.33983500884,0.0,1.3253923092671667,31.454064233746035,36,4,0
347,1995,12,186537.89200972917,0.0,2.300772527229915,20.319589179154093,36,1,0
347,2001,3,173605.76447588883,0.0,2.300772527229915,20.319589179154093,42,1,0
347,1998,4,184186.07026697358,0.0,2.300772527229915,20.319589179154093,39,1,0
347,1990,5,192932.8956344711,0.0,2.300772527229915,20.319589179154093,31,1,0
347,1997,6,185141.4608864465,0.0,2.300772527229915,20.319589179154093,38,1,0
348,1998,10,225803.37962265653,0.0,3.415221944709955,24.141371828433794,34,4,1
348,1991,9,258872.28593039344,0.0,3.415221944709955,24.141371828433794,27,4,1
348,2001,8,224279.06508536343,0.9252024820883803,3.415221944709955,24.141371828433794,37,4,1
348,2000,1,221346.75473212588,1.321526009398015,3.415221944709955,24.141371828433794,36,4,1
348,1997,2,231542.08284666392,0.0,3.415221944709955,24.141371828433794,33,4,1
349,2000,5,265291.39564169495,1.8149164558218323,4.39339490110326,28.501778479281377,38,4,1
349,2001,7,253218.5363453586,0.9960143281447731,4.39339490110326,28.501778479281377,39,4,1
349,1992,11,258433.96986437152,0.0,4.39339490110326,28.501778479281377,30,4,1
350,1995,1,218916.44920449963,0.0,1.4971169445981394,36.43243016661677,49,3,0
350,1990,8,227249.84064137918,0.0,1.4971169445981394,36.43243016661677,44,3,0
350,2001,7,211869.49760193378,0.0,1.4971169445981394,36.43243016661677,55,3,0
351,1992,3,229524.79248616067,0.0,1.8595748249893362,35.4513141601785,29,1,0
351,1996,2,219523.15760798389,0.0,1.8595748249893362,35.4513141601785,33,1,0
351,1997,1,210015.65803340953,0.0,1.8595748249893362,35.4513141601785,34,1,0
351,1990,4,230768.51240016843,0.0,1.8595748249893362,35.4513141601785,27,1,0
351,1993,10,217563.23515985644,0.0,1.8595748249893362,35.4513141601785,30,1,0
352,1999,1,226783.4107836308,0.0,2.4526027863331623,27.14562897687881,13,2,1
352,1993,3,241519.88287070312,0.0,2.4526027863331623,27.14562897687881,7,2,1
352,2001,12,225815.10661431088,1.5559525502065397,2.4526027863331623,27.14562897687881,15,2,1
353,2000,2,256151.68234025218,1.404404101363307,3.3121314540465248,29.424283499795077,11,3,1
353,1999,5,267478.91958825313,0.0,3.3121314540465248,29.424283499795077,10,3,1
353,1993,12,247284.56918138493,0.0,3.3121314540465248,29.424283499795077,4,3,1
354,1991,3,241450.46741055886,0.0,4.989908039792266,22.36583347159283,48,2,1
354,1998,6,232180.08724624783,0.0,4.989908039792266,22.36583347159283,55,2,1
354,1996,3,242095.89175938343,0.0,4.989908039792266,22.36583347159283,53,2,1
354,1990,8,219852.01778698672,0.0,4.989908039792266,22.36583347159283,47,2,1
354,2001,1,233301.25626931046,1.641605706317459,4.989908039792266,22.36583347159283,58,2,1
355,1999,12,173762.76618533678,0.0,2.7148782287766666,16.247955656041142,37,1,1
355,2001,10,167302.10271915834,1.5900645288959268,2.7148782287766666,16.247955656041142,39,1,1
355,1994,8,167770.9226460507,0.0,2.7148782287766666,16.247955656041142,32,1,1
356,2001,10,198304.39334935872,0.5842999319945135,2.7764412474362206,15.976823313700603,13,1,1
356,1993,6,208146.35126587044,0.0,2.7764412474362206,15.976823313700603,5,1,1
356,1995,6,205374.19523645405,0.0,2.7764412474362206,15.976823313700603,7,1,1
356,2002,8,193685.54829941803,1.3481086376616036,2.7764412474362206,15.976823313700603,14,1,1
357,1995,6,250869.36855421928,0.0,4.049320594658801,23.699971412300187,32,4,0
357,1998,9,240562.77881357982,0.0,4.049320594658801,23.699971412300187,35,4,0
357,1993,12,241930.65683763655,0.0,4.049320594658801,23.699971412300187,30,4,0
357,1992,11,272701.237143413,0.0,4.049320594658801,23.699971412300187,29,4,0
357,2001,4,253360.9380271903,0.0,4.049320594658801,23.699971412300187,38,4,0
357,1997,3,246306.35718244154,0.0,4.049320594658801,23.699971412300187,34,4,0
358,1994,8,206652.74626554127,0.0,4.505701866061101,14.781793253855131,25,2,0
358,1991,5,229184.57845808065,0.0,4.505701866061101,14.781793253855131,22,2,0
358,2001,9,198466.48156389126,0.0,4.505701866061101,14.781793253855131,32,2,0
359,1998,9,173236.9879959775,0.0,0.3425963974344203,21.95858241772238,26,3,1
359,2001,8,146144.97494866003,1.6828688253789545,0.3425963974344203,21.95858241772238,29,3,1
359,1999,6,177768.38146512248,0.0,0.3425963974344203,21.95858241772238,27,3,1
359,1992,10,162825.72946963212,0.0,0.3425963974344203,21.95858241772238,20,3,1
359,1991,2,165398.49109942687,0.0,0.3425963974344203,21.95858241772238,19,3,1
360,1998,12,219942.11383083442,0.0,2.8078212468109514,24.03967369765672,19,3,0
360,1991,8,216610.97046502808,0.0,2.8078212468109514,24.03967369765672,12,3,0
360,1996,7,212919.39011762178,0.0,2.8078212468109514,24.03967369765672,17,3,0
360,2000,12,234162.8472728344,0.0,2.8078212468109514,24.03967369765672,21,3,0
361,1990,10,205518.2327579758,0.0,1.5263275984717288,37.838625471753446,46,2,0
361,1996,9,226255.881066807,0.0,1.5263275984717288,37.838625471753446,52,2,0
361,1994,5,204107.92996436782,0.0,1.5263275984717288,37.838625471753446,50,2,0
362,1990,1,171745.30168712267,0.0,1.3977063657831112,20.769974230185,26,1,1
362,1998,8,159286.7773693492,0.0,1.3977063657831112,20.769974230185,34,1,1
362,1996,8,145979.7056490969,0.0,1.3977063657831112,20.769974230185,32,1,1
362,1992,8,169907.39388536292,0.0,1.3977063657831112,20.769974230185,28,1,1
362,1994,12,175099.72132328784,0.0,1.3977063657831112,20.769974230185,30,1,1
363,1997,1,192155.90868125556,0.0,4.021960104290761,15.515999243438232,52,4,1
363,1993,8,205121.69759792383,0.0,4.021960104290761,15.515999243438232,48,4,1
363,1995,9,202495.37094138213,0.0,4.021960104290761,15.515999243438232,50,4,1
363,2002,1,181138.59996438757,0.9499582681400016,4.021960104290761,15.515999243438232,57,4,1
364,1994,1,282281.8657870977,0.0,3.8613674925544212,30.773649608622794,22,3,1
364,1996,4,273099.509920826,0.0,3.8613674925544212,30.773649608622794,24,3,1
364,1993,4,267786.95802527777,0.0,3.8613674925544212,30.773649608622794,21,3,1
364,2002,4,241843.54355185208,0.909165550888066,3.8613674925544212,30.773649608622794,30,3,1
364,1997,9,267150.8643131933,0.0,3.8613674925544212,30.773649608622794,25,3,1
364,2001,1,261980.9295546687,1.616042428228733,3.8613674925544212,30.773649608622794,29,3,1
365,1991,9,235777.29896180384,0.0,2.1673100169549038,37.85368964855623,31,2,1
365,1993,4,249943.26981271274,0.0,2.1673100169549038,37.85368964855623,33,2,1
365,1999,4,233448.7543960444,0.0,2.1673100169549038,37.85368964855623,39,2,1
365,1996,2,237779.86761707126,0.0,2.1673100169549038,37.85368964855623,36,2,1
365,1994,1,252075.75635830816,0.0,2.1673100169549038,37.85368964855623,34,2,1
366,1991,1,176123.48295048674,0.0,0.41620199701886895,26.366218256832806,46,2,1
366,2002,12,143260.1229164164,0.9080579848723436,0.41620199701886895,26.366218256832806,57,2,1
366,2000,10,145764.1334185837,0.6836409478334533,0.41620199701886895,26.366218256832806,55,2,1
366,1992,11,147744.45178311734,0.0,0.41620199701886895,26.366218256832806,47,2,1
366,2001,12,137542.03336230083,1.0388142987342717,0.41620199701886895,26.366218256832806,56,2,1
367,2000,10,197051.76672831844,1.2989183219615048,1.133691431680863,36.46905374238558,42,1,1
367,2001,3,190389.9932283992,1.6388115465695676,1.133691431680863,36.46905374238558,43,1,1
367,1998,3,206692.12546357955,0.0,1.133691431680863,36.46905374238558,40,1,1
368,1997,4,265369.5514096126,0.0,2.9071946222487317,36.451349414997125,27,3,0
368,1994,10,269973.3016379073,0.0,2.9071946222487317,36.451349414997125,24,3,0
368,1990,4,263784.5490377059,0.0,2.9071946222487317,36.451349414997125,20,3,0
368,1998,11,252285.64691644523,0.0,2.9071946222487317,36.451349414997125,28,3,0
368,2001,8,264137.4666676777,0.0,2.9071946222487317,36.451349414997125,31,3,0
368,1996,10,261782.62219482486,0.0,2.9071946222487317,36.451349414997125,26,3,0
369,2002,7,256930.05800262408,0.5298303746951547,4.723934126437022,16.971031727189455,22,3,1
369,1991,11,258971.26678782658,0.0,4.723934126437022,16.971031727189455,11,3,1
369,1999,8,231450.85273939293,0.0,4.723934126437022,16.971031727189455,19,3,1
369,1995,9,254952.21338233838,0.0,4.723934126437022,16.971031727189455,15,3,1
370,2001,11,235947.48538344674,0.9741356711299531,3.3576959412068,31.32205536064174,35,4,1
370,1999,10,261712.181384574,0.0,3.3576959412068,31.32205536064174,33,4,1
370,2000,2,256707.59642950958,0.5976570387573699,3.3576959412068,31.32205536064174,34,4,1
370,1992,11,255605.70290840976,0.0,3.3576959412068,31.32205536064174,26,4,1
370,1997,1,245370.53497331092,0.0,3.3576959412068,31.32205536064174,31,4,1
370,1993,3,255927.29455652408,0.0,3.3576959412068,31.32205536064174,27,4,1
371,1997,7,181123.09318719467,0.0,0.45005747298323706,32.314743111553966,22,2,0
371,1998,2,194571.54479584278,0.0,0.45005747298323706,32.314743111553966,23,2,0
371,1995,4,189473.25891873558,0.0,0.45005747298323706,32.314743111553966,20,2,0
372,1993,7,218589.95144077632,0.0,0.9247512515839761,34.35990227796825,37,3,1
372,1990,4,216477.51725734503,0.0,0.9247512515839761,34.35990227796825,34,3,1
372,2001,10,209580.5435156091,1.9076994710283146,0.9247512515839761,34.35990227796825,45,3,1
372,1992,7,192444.71607954998,0.0,0.9247512515839761,34.35990227796825,36,3,1
372,1999,11,190662.2559896085,0.0,0.9247512515839761,34.35990227796825,43,3,1
373,2002,4,175629.39693282248,0.5369195084051395,1.233798232500431,21.706785935973677,25,1,1
373,1994,4,175518.01225347334,0.0,1.233798232500431,21.706785935973677,17,1,1
373,1992,5,203744.3003150883,0.0,1.233798232500431,21.706785935973677,15,1,1
373,1998,2,165415.276689062,0.0,1.233798232500431,21.706785935973677,21,1,1
374,1999,6,213817.6407071402,0.0,1.1515801394853382,26.41383862691597,21,4,0
374,1998,10,196735.48201173672,0.0,1.1515801394853382,26.41383862691597,20,4,0
374,1991,10,199224.17658592103,0.0,1.1515801394853382,26.41383862691597,13,4,0
374,1993,3,207244.11427371163,0.0,1.1515801394853382,26.41383862691597,15,4,0
374,2000,3,222988.4492210861,0.0,1.1515801394853382,26.41383862691597,22,4,0
375,1991,3,304775.7928670645,0.0,4.258486424483288,39.712950948518724,7,1,0
375,2001,8,294639.29098416487,0.0,4.258486424483288,39.712950948518724,17,1,0
375,1997,11,299323.54219745053,0.0,4.258486424483288,39.712950948518724,13,1,0
376,1994,5,187532.58350813587,0.0,2.439580806072912,14.629354704029527,36,4,1
376,1997,6,193049.22565736022,0.0,2.439580806072912,14.629354704029527,39,4,1
376,1990,3,186878.7849653896,0.0,2.439580806072912,14.629354704029527,32,4,1
377,1999,11,198878.5112730544,0.0,3.938072702328438,18.009586095375198,35,2,1
377,1997,3,220152.34377094219,0.0,3.938072702328438,18.009586095375198,33,2,1
377,1995,12,227687.1439126793,0.0,3.938072702328438,18.009586095375198,31,2,1
377,2001,3,200652.53379513804,0.6471890800202411,3.938072702328438,18.009586095375198,37,2,1
377,1998,5,235230.20469257873,0.0,3.938072702328438,18.009586095375198,34,2,1
377,2000,4,215500.66606219579,1.921615991692959,3.938072702328438,18.009586095375198,36,2,1
