stdntid,blockid,classid,tfa,classsize,femstdnt,blkstdnt,hstdnt,wstdnt,pre_ts,femteach,blkteach,hteach,wteach,teach_exp,teach_cert,ts
301,36,98,1,26,1,0,0,1,52.9572562627075,1,0,0,1,6,1,36.200414028209885
302,38,60,0,24,1,0,0,1,49.99318590556805,1,0,0,1,15,1,37.668546864527386
303,40,64,0,19,1,0,0,1,42.10481160889687,1,0,0,1,8,0,34.90604898717032
304,20,88,0,23,0,1,1,0,49.30189609822313,0,0,0,1,5,1,36.17271534236318
305,35,35,1,19,1,0,0,1,38.34675168137275,1,0,0,1,3,0,37.977585156402434
306,48,70,0,18,0,1,0,0,34.89072270126316,1,0,0,1,3,1,21.629767247934662
307,25,83,1,24,1,1,0,0,50.668482496410284,1,0,1,0,13,0,36.71289076884985
308,35,30,1,19,0,0,0,1,59.02077023395576,0,1,0,0,2,0,33.24132029678588
309,25,71,1,19,1,0,0,1,46.52709261846642,0,0,1,0,1,0,34.10417680189503
310,29,74,1,28,0,0,1,0,40.39270736192324,1,0,0,1,12,1,32.87340340033
311,18,96,0,22,1,0,1,0,41.94701214412,0,0,0,1,8,1,33.400276466145336
312,46,98,1,22,1,1,1,0,55.48944517766553,1,0,0,1,19,1,43.23261370606873
313,18,63,1,24,0,0,0,1,66.67385217942598,1,1,0,0,9,1,45.2365464521368
314,2,28,0,18,1,1,0,0,57.704561914272965,0,1,0,0,14,1,37.71089306216486
315,35,60,0,25,0,0,1,0,63.00791899248557,1,1,0,0,18,0,40.77922768503916
316,16,79,1,20,1,1,0,0,39.52376302229831,0,1,0,0,10,1,31.984125515769087
317,41,94,1,21,1,1,0,0,49.260700832651956,1,0,0,1,9,0,39.26788022616683
318,36,37,1,26,0,0,0,1,60.18690850424407,0,0,0,1,6,1,35.18631477991189
319,33,93,1,21,1,0,1,0,36.00822418772768,1,0,0,1,1,1,33.89156756994083
320,4,22,1,27,0,0,0,1,43.41626786373588,1,0,0,1,5,1,25.760582895632336
321,33,68,1,29,0,1,1,0,59.42019157041533,0,1,0,0,10,0,38.3806038525853
322,14,20,0,22,1,1,0,0,52.58425770788349,1,0,0,1,13,1,34.06044847665355
323,21,96,0,24,0,1,0,0,40.348890677173166,1,0,1,0,4,0,22.02032974830866
324,48,100,0,21,1,0,0,1,33.691785927930894,1,1,0,0,1,1,27.100598433218554
325,20,68,1,18,1,0,0,1,63.37315181365006,1,0,1,0,2,0,41.602674985985054
326,8,91,1,26,0,1,0,0,29.466156164590785,1,1,0,0,4,1,19.073940403606258
327,7,64,1,21,1,0,1,0,56.323951789703045,1,0,0,1,17,1,48.57072097875635
328,3,17,0,26,0,1,0,0,44.669555646133034,0,0,0,1,10,1,28.177951595734303
329,17,12,1,23,0,0,0,1,60.47068316363351,1,0,0,1,12,0,44.441656068965905
330,33,22,1,18,0,0,0,1,39.57851700191097,0,0,0,1,2,1,20.403547633532728
331,48,17,1,29,0,0,0,1,76.14798935361769,1,0,1,0,3,0,50.74331528206775
332,12,10,1,20,0,0,0,1,54.02298855688382,1,0,0,1,14,1,31.152839494605466
333,22,65,0,28,0,0,0,1,55.67069218785589,1,1,1,0,15,0,35.90351038680044
334,22,22,1,19,1,0,1,0,42.26952813223157,1,0,0,1,13,1,37.019186926177284
335,46,90,0,26,1,0,0,1,48.666196658011735,1,0,0,1,9,1,37.65350414008396
336,30,82,0,29,1,0,0,1,48.9255092724382,1,0,0,1,2,1,41.126809176974966
337,38,50,0,18,1,0,0,1,67.96068329251682,1,1,0,0,19,0,52.703981152496006
338,38,14,1,26,1,0,0,1,54.005767714277866,1,0,0,1,16,0,39.60143488187298
339,45,64,1,26,0,1,1,0,55.43829706403238,1,0,1,0,11,1,43.337720102474265
340,8,47,1,25,1,0,0,1,55.32648876481864,1,0,0,1,12,0,44.03741861287514
341,27,29,1,25,1,1,1,0,56.28610899084597,0,0,1,0,1,1,34.84321927979869
342,27,76,1,28,0,0,0,1,36.1054649025721,1,1,0,0,2,0,24.45210984301196
343,34,36,1,29,1,0,0,1,70.49268108036713,1,0,0,1,16,1,51.49019990250188
344,21,99,0,18,1,0,1,0,41.225114278050405,1,0,0,1,2,1,32.803030198896266
345,30,52,0,28,1,0,0,1,49.615956643309126,1,1,0,0,19,1,37.65077736126346
346,33,76,0,25,1,0,0,1,65.31482897521627,1,0,0,1,10,1,49.55153596665636
347,28,7,0,27,0,0,0,1,69.34625296737362,0,0,1,0,19,1,47.64685029798535
348,47,29,0,20,0,0,1,0,58.059540797314746,0,0,1,0,10,0,38.9635440859321
349,33,11,0,28,0,0,0,1,44.95305310254454,0,0,0,1,16,1,31.169474192497162
350,5,33,0,24,1,0,0,1,51.277345529443,0,0,0,1,13,0,34.47301202078047
351,48,6,1,28,0,0,0,1,51.66967279107855,1,1,0,0,16,0,30.311392233501284
352,19,79,0,18,1,0,0,1,52.023904573091336,1,0,0,1,18,1,34.22762056986112
353,4,32,0,18,0,0,1,0,37.69946972587536,0,0,0,1,8,1,20.841800152319113
354,35,51,0,27,0,0,0,1,62.60109532395487,1,0,0,1,18,1,39.13063736433424
355,49,75,1,22,0,0,0,1,51.34588975937778,1,0,0,1,13,0,42.87649080419976
356,17,58,0,22,1,0,1,0,42.777812310500586,0,0,0,1,7,0,35.53499511366702
357,44,87,0,25,0,1,0,0,45.016069122525586,0,0,0,1,18,0,26.20306030063063
358,28,26,1,24,0,1,0,0,52.69850035508713,1,0,0,1,6,1,36.807611627531095
359,30,98,0,25,0,0,0,1,35.97093350441593,1,0,0,1,9,0,24.634449062296852
360,29,46,0,23,0,0,0,1,58.78435076165957,0,0,0,1,6,1,37.890564280071125
361,46,98,0,23,0,0,0,1,52.347303024097414,0,0,0,1,18,1,30.825278614111806
362,6,29,0,19,1,0,0,1,65.65689617026092,0,0,1,0,17,1,54.81293685447427
363,35,4,0,23,1,0,0,1,50.7758372113457,0,0,0,1,12,0,43.94800094374453
364,41,81,0,22,0,0,0,1,39.147320602144504,1,0,0,1,3,0,24.33530478438783
365,37,99,1,20,1,0,0,1,38.02196810122665,1,0,0,1,5,1,27.581535782123833
366,24,13,1,23,1,0,0,1,46.09294386087572,1,0,0,1,7,0,40.39312948363341
367,29,39,1,25,1,0,0,1,47.15095233378469,1,0,0,1,10,0,30.742225473198747
368,49,15,0,26,1,0,1,0,44.32738285342418,0,0,0,1,10,1,34.826169335901376
369,46,29,1,18,1,0,0,1,51.28480532918435,0,0,0,1,19,1,35.48821308980331
370,31,29,0,20,1,0,0,1,44.07356306114323,1,0,1,0,4,1,26.813651206703597
371,35,75,0,20,1,0,0,1,52.54205894424239,1,0,0,1,10,1,39.2663828018192
372,33,32,1,28,0,0,1,0,44.79351584331731,1,0,1,0,18,1,27.25733952268355
373,21,2,0,25,1,0,1,0,56.31703707734572,0,0,1,0,3,1,37.4091234698457
374,32,47,0,18,1,0,0,1,46.89901206623176,1,1,0,0,3,0,35.73693870033412
375,23,78,1,22,0,0,0,1,62.46206672267432,1,0,0,1,5,1,33.490665325862786
376,33,84,1,20,0,1,0,0,56.52294699789653,1,0,0,1,16,1,35.98305071805018
377,3,22,0,19,1,0,0,1,51.935853398117054,1,0,0,1,20,1,42.53511361811883
378,18,75,1,25,1,1,0,0,47.92322733360091,0,0,1,0,13,1,36.698477259921425
379,25,27,1,20,0,0,1,0,34.809902746713774,1,1,0,0,11,0,22.660651408230752
380,42,67,0,24,1,0,0,1,64.13549404673921,1,0,0,1,13,1,49.480149642456546
381,31,81,0,29,0,0,0,1,43.192229215827005,1,0,0,1,19,1,30.837238534219257
382,3,56,0,28,0,0,0,1,50.90732134402219,1,0,1,0,6,0,33.221174187633196
383,40,92,0,18,1,0,0,1,53.43804323535882,0,0,0,1,13,1,38.592221971442235
384,46,93,0,23,0,0,1,0,48.16488440421941,1,0,1,0,4,0,26.81290849855322
385,24,21,1,20,0,1,1,0,63.54601054358028,1,0,0,1,5,1,40.882458330274766
386,50,47,1,25,1,1,0,0,37.78629082591253,0,0,0,1,19,1,18.74207831309385
387,32,80,1,23,0,0,0,1,67.33934806987338,1,0,0,1,5,0,42.88298231267269
388,47,59,0,29,0,0,0,1,56.715575575083164,0,0,0,1,14,1,43.39447736847587
389,22,84,1,19,1,0,0,1,47.53579413165531,1,0,0,1,4,1,34.463848724533534
390,23,6,1,23,1,0,0,1,47.647700060687114,1,0,0,1,12,1,43.8738206776633
391,2,19,1,24,1,1,0,0,27.831784960961585,0,0,0,1,6,1,18.621130632472383
392,27,57,0,22,1,1,1,0,41.517672298318985,0,0,0,1,19,0,23.576997876910248
393,42,69,1,20,0,1,0,0,46.46096244986957,1,1,0,0,10,0,34.70354996000049
394,2,3,0,21,1,0,1,0,51.76104976030908,1,1,0,0,1,1,40.166300066123384
395,26,1,0,21,1,0,0,1,62.59581244452227,1,0,0,1,16,1,57.892527137895854
396,17,58,0,23,1,0,1,0,70.37545624828951,1,0,0,1,4,0,44.86879516630827
397,40,38,1,27,1,1,0,0,52.72267098802573,1,1,0,0,9,0,41.805672812942
398,33,15,1,18,1,0,0,1,52.056093121429655,0,0,1,0,18,1,37.353872129021255
399,9,34,0,28,0,0,0,1,45.096482324881315,1,0,0,1,17,0,36.058812904222776
400,43,61,0,21,0,0,1,0,32.8489985667713,1,0,0,1,15,1,26.108393806211772
401,48,35,0,27,1,1,0,0,43.94213473794784,1,0,1,0,19,1,33.51489312162577
402,39,64,0,21,1,0,0,1,47.94498920253977,1,0,1,0,7,0,31.52163248716656
403,29,25,0,27,1,0,0,1,59.753944206651624,0,0,0,1,18,1,41.74548098636895
404,42,24,0,18,0,1,0,0,55.19514531581947,1,0,0,1,6,1,37.92919044707679
405,26,12,1,26,1,1,0,0,52.2154522390106,1,0,0,1,19,1,43.07635145488889
406,35,18,0,21,1,0,1,0,44.191999065107474,0,0,0,1,12,1,29.228030206458957
407,50,15,0,24,1,0,0,1,30.178832509558692,1,0,0,1,3,1,26.808057307539364
408,25,80,0,29,1,1,0,0,30.78243951267346,1,0,0,1,1,0,17.538707248039863
409,24,27,1,20,1,1,0,0,33.36263533057988,1,0,0,1,5,1,22.62134996182914
410,13,72,1,27,1,0,0,1,47.07993323795282,0,1,1,0,1,1,35.21560751232871
411,7,60,1,29,1,0,0,1,59.940444377179894,0,1,0,0,8,1,40.623444266668876
412,36,46,0,20,1,0,0,1,59.67065569960884,1,1,0,0,7,1,46.291493909609876
413,45,89,1,25,1,1,0,0,57.937157620774364,1,0,1,0,15,1,40.52053586698548
414,20,17,0,25,1,0,0,1,44.84904516481961,0,0,0,1,11,1,27.372163265446304
415,1,93,1,28,1,0,1,0,61.4426316611711,1,0,0,1,18,1,43.40782268571212
416,8,53,1,29,1,0,0,1,40.689294237101564,1,0,0,1,14,0,34.341998682446444
417,46,8,1,18,1,1,0,0,58.53393438858876,0,0,0,1,9,1,42.439947911366865
418,16,79,1,27,0,0,0,1,33.25423680211945,1,0,0,1,5,0,21.45699180686115
419,14,27,1,19,0,0,0,1,38.22887756112782,1,0,0,1,4,1,17.17941438593754
420,12,46,0,25,1,0,0,1,66.52615060970564,0,0,0,1,12,0,46.08087839507825
421,23,50,1,18,1,0,0,1,47.96165386170796,1,0,1,0,1,1,36.90225309263121
422,15,71,0,29,1,0,1,0,43.190301405835505,1,0,0,1,13,0,37.020045734616744
423,28,3,1,25,1,0,0,1,61.02758708665654,1,0,0,1,1,1,47.68904286324273
424,34,93,0,25,1,0,0,1,62.17371623557272,1,0,0,1,3,0,48.50202219434009
425,2,64,0,19,1,1,0,0,45.66719191900778,1,1,0,0,8,1,42.46438629043554
426,32,44,0,21,1,0,0,1,52.78463452942137,1,0,0,1,18,0,40.4728693678922
427,23,53,0,23,1,0,0,1,51.369074254071435,0,0,0,1,16,0,32.9018059566437
428,22,24,0,29,0,0,0,1,21.728985592699996,0,0,0,1,20,0,20.2415955594808
429,25,60,1,28,0,0,0,1,36.04139921236273,1,1,0,0,20,1,29.666619804128743
430,22,3,0,26,0,0,0,1,59.422544141820765,0,0,0,1,16,1,36.72926801688652
431,22,20,0,25,0,1,0,0,41.6739575095725,0,0,0,1,2,0,31.093803625130448
432,49,46,1,29,1,0,0,1,55.29837896065064,0,1,0,0,17,1,37.76166974294585
433,42,15,0,25,0,0,0,1,52.63040451345533,1,0,0,1,10,1,41.4598577930195
434,6,25,1,24,0,1,0,0,62.15432770127882,0,0,0,1,7,1,47.54867233714837
435,15,94,1,26,0,0,1,0,36.36208511592143,1,0,0,1,10,1,38.52260981802714
436,43,78,1,19,0,1,0,0,53.94205840961252,1,0,0,1,19,1,36.266422007719065
437,37,71,1,20,1,0,0,1,49.34585541864556,1,0,0,1,20,1,45.18466752645808
438,33,17,0,27,1,0,1,0,42.10225659325052,0,0,0,1,9,1,33.4205854050856
439,8,84,1,25,1,0,0,1,42.03203589720762,1,0,0,1,17,1,38.664029612419554
440,44,100,0,23,0,0,0,1,52.27480880825664,1,0,1,0,9,1,36.87704462885848
441,44,9,0,27,0,0,0,1,56.296701710517915,0,0,0,1,9,0,40.423543825482355
442,5,38,1,26,0,0,0,1,50.635962825442945,0,0,0,1,5,1,24.761156377284983
443,39,48,0,27,1,0,1,0,50.94714251857279,0,0,0,1,7,1,34.0340759343802
444,4,60,1,21,0,1,1,0,45.01505595963977,1,0,0,1,11,1,27.33162574465485
445,6,63,1,25,1,0,0,1,45.67814182950276,1,0,0,1,8,0,31.98130216970157
446,45,86,1,27,0,1,0,0,42.075296416421025,0,0,0,1,14,1,20.307667377164876
447,32,2,1,20,1,0,0,1,44.81398348304972,1,0,1,0,2,1,31.314818124613222
448,30,88,0,20,0,0,0,1,55.94675591834997,0,0,0,1,10,1,34.697301015382195
449,47,72,0,25,0,1,0,0,57.06405624433849,1,0,0,1,16,1,38.89998029396934
450,35,11,1,22,1,0,0,1,37.241243841938626,0,1,0,0,16,1,26.52260391306475
451,40,64,0,20,0,1,0,0,41.035633247184016,1,0,0,1,19,0,33.4730734927229
452,16,77,1,27,0,0,0,1,42.89601976330809,1,0,0,1,11,1,24.84759958301861
453,13,81,1,28,1,0,0,1,49.35963138233584,0,0,0,1,6,1,23.33749519082039
454,50,72,1,18,1,0,0,1,33.168471939635964,1,0,0,1,6,1,30.498336157404594
455,42,21,0,20,1,0,1,0,41.210929522616595,1,0,0,1,7,0,32.602915798005206
456,30,18,0,29,0,0,0,1,36.144184869779274,0,0,0,1,16,1,23.589056553780654
457,19,94,0,26,0,0,1,0,54.00482134210116,1,0,0,1,13,1,32.54896841161733
458,17,64,0,22,0,0,0,1,49.703250576677355,1,0,0,1,3,1,36.67763552707849
459,19,82,1,29,0,0,0,1,45.3745247455763,1,0,0,1,9,1,28.519391123278165
460,28,95,0,27,1,0,0,1,39.36722719231979,1,0,0,1,3,0,26.51246959594409
461,26,38,0,19,1,0,0,1,45.529035487108054,1,0,0,1,6,1,43.62872655239943
462,37,32,0,24,0,0,0,1,44.353078842420786,0,0,0,1,17,1,32.2797174831625
463,26,11,1,19,1,1,0,0,66.34666552519872,0,0,0,1,3,1,42.417207753141774
464,23,45,1,21,0,1,0,0,59.9701971158177,1,0,0,1,2,1,25.835907988961527
465,9,89,0,29,1,0,0,1,43.092920740710795,1,0,1,0,12,1,33.338629321673274
466,12,33,0,24,0,1,0,0,51.651953409524566,0,1,0,0,6,0,32.323088611236436
467,1,41,0,21,0,0,0,1,59.44208646585996,0,0,0,1,10,1,44.98366188937652
468,1,8,0,24,1,1,0,0,43.08985812703712,1,0,1,0,11,1,25.69402721231244
469,47,11,1,24,1,0,1,0,35.8288925902673,0,0,0,1,16,1,33.53861956508323
470,34,86,1,18,1,0,0,1,32.031414790673765,0,0,0,1,16,0,25.643514494959323
471,32,51,0,23,0,0,0,1,62.722669199146075,1,0,0,1,18,1,35.25568722839592
472,48,88,0,26,0,0,0,1,48.08937618530082,1,0,0,1,9,0,36.852704890937844
473,25,41,1,19,0,0,0,1,52.91325232874699,1,0,0,1,19,1,34.11858581211157
474,40,17,0,20,0,0,0,1,44.2576262468094,0,1,0,0,2,1,18.805188179282215
475,45,76,1,27,1,1,0,0,37.32101081510316,0,0,0,1,1,1,22.460508742084635
476,1,46,0,22,0,0,0,1,39.18699175160902,0,1,1,0,16,1,27.026730198550734
477,16,32,0,26,0,0,0,1,36.58965207707391,1,0,0,1,18,1,25.92347723245815
478,39,79,0,21,1,0,0,1,58.499944144688754,0,0,0,1,3,1,41.12735721286929
479,5,80,1,18,0,0,0,1,64.9256115833205,0,0,0,1,1,1,44.732519994197496
480,22,54,1,21,1,0,1,0,50.37243962475023,0,0,0,1,6,1,28.170625447943163
481,29,86,0,23,1,0,0,1,34.822009067996014,1,0,1,0,19,1,29.37868358848438
482,3,92,0,22,0,0,0,1,54.96584190835608,0,0,0,1,19,1,32.01971701754782
483,12,20,0,18,1,0,0,1,62.64984664992543,1,1,0,0,11,0,39.93525756764796
484,26,33,0,21,1,0,0,1,59.716667674833936,0,1,1,0,8,1,39.33080462608932
485,16,74,0,23,0,1,1,0,49.70868951515006,0,0,0,1,5,0,33.233544628379995
486,37,40,0,27,0,1,1,0,47.65517763373117,1,0,0,1,20,1,34.54649210296237
487,22,32,1,27,0,0,0,1,49.62833678790269,0,0,0,1,9,1,29.69094315647384
488,29,97,0,21,1,0,0,1,62.25249004976716,1,0,0,1,15,0,41.062149022862954
489,14,2,0,26,1,0,0,1,57.603654278213824,0,0,0,1,14,1,35.57904439741381
490,28,97,1,22,1,0,0,1,46.14243000376698,1,1,0,0,4,1,25.841297874745734
491,5,33,0,25,1,0,0,1,45.89084724209603,0,0,0,1,8,1,25.347991686244775
492,47,77,1,26,1,0,1,0,45.18304951259315,0,0,0,1,20,1,25.59671489134255
493,49,30,0,27,1,1,1,0,39.353673664476986,1,0,1,0,17,0,36.54872910146184
494,30,33,1,22,0,0,1,0,63.51838235745386,1,0,0,1,2,0,44.39304756425658
495,46,77,1,23,1,0,0,1,42.12176252253561,1,0,0,1,20,1,44.4204656542269
496,5,26,1,18,0,0,0,1,54.90276065666753,1,0,0,1,16,1,37.88329055829945
497,12,22,1,28,1,0,0,1,43.38572361682168,1,1,0,0,10,0,32.11200404317892
498,16,66,0,29,0,0,0,1,45.22776117966638,0,0,0,1,2,1,27.756515946618645
499,26,38,1,24,0,0,0,1,48.86119233277029,0,0,1,0,11,1,30.56058159730892
500,26,90,0,21,0,0,0,1,55.452424248342076,0,0,0,1,10,1,32.11285807735688
501,48,46,0,28,0,0,0,1,47.40776118214521,1,1,1,0,19,1,33.63426861550285
502,21,15,0,19,1,0,1,0,38.60794828382668,0,1,0,0,14,0,28.37154508854888
503,39,98,1,22,0,0,1,0,50.19081331079101,0,0,0,1,11,1,31.791581308442677
504,36,44,0,29,1,0,1,0,42.3332820080837,1,0,0,1,9,1,32.318523733371535
505,33,49,1,20,0,0,1,0,65.43838306914532,1,1,0,0,7,1,45.532537179721125
506,30,75,1,23,1,0,0,1,47.40055497527411,1,0,0,1,15,0,34.42162486957555
507,37,61,1,25,0,1,0,0,43.320306619288644,0,0,0,1,20,1,25.97639033450034
508,23,67,1,24,0,0,0,1,69.74800799653343,1,0,0,1,17,0,47.93421845276045
509,10,6,0,20,1,1,0,0,57.38889702442473,0,0,0,1,3,0,42.30073678496235
510,5,9,0,25,0,1,1,0,41.032258861957835,1,1,0,0,15,1,32.97004431116456
511,36,6,0,19,0,0,1,0,42.09085940003396,0,0,0,1,14,1,26.196584045825084
512,34,73,0,27,0,0,0,1,54.741829810906815,1,0,0,1,8,1,29.78336022673569
513,31,95,0,26,0,1,0,0,50.43476301034899,0,0,0,1,4,0,29.85340465372967
514,10,32,0,21,1,0,0,1,58.90175542720475,1,0,0,1,10,0,44.208580293666145
515,19,41,0,18,0,0,0,1,43.373236990084166,1,0,0,1,2,1,22.512825397860016
516,32,76,1,25,1,1,1,0,57.01109124798477,0,0,0,1,14,1,36.906174458672425
517,1,8,1,24,1,0,0,1,27.61711658891956,0,0,0,1,8,1,26.365765181662624
518,5,72,0,28,0,0,0,1,48.45558130741228,1,0,0,1,10,0,33.310745012561256
519,45,50,1,22,1,0,0,1,43.828208539892685,1,1,0,0,18,1,32.253976057944605
520,4,92,0,27,1,1,0,0,45.4495337933258,1,1,0,0,15,1,36.16391482330493
521,16,62,0,22,1,0,0,1,48.97125353873921,1,1,0,0,5,1,37.55148603772709
522,24,84,1,24,1,0,1,0,61.385036395936964,1,0,0,1,13,1,43.67426742931765
523,16,62,0,22,1,1,0,0,38.45960120678953,0,0,1,0,18,1,31.097659899906752
524,2,7,0,25,1,0,0,1,28.1195699559,0,1,0,0,2,1,10.289732304463536
525,49,75,1,28,0,0,0,1,39.61946428888386,1,0,0,1,13,1,29.840483972183222
526,28,84,1,23,0,0,0,1,60.2243593192816,1,0,0,1,14,1,37.008878898460665
527,32,80,1,22,0,0,1,0,33.55008664508425,1,0,0,1,10,0,28.858574527317074
528,27,4,1,26,0,0,0,1,44.280523594151234,1,1,0,0,4,1,22.735103060237606
529,20,6,1,28,0,0,0,1,58.395773748118316,1,0,1,0,15,1,43.480344711598654
530,24,58,0,19,0,0,0,1,49.41571456745646,1,0,1,0,8,1,28.963089074296686
531,12,22,0,18,0,1,0,0,61.2870672085032,1,0,0,1,15,1,42.1321698831975
532,50,26,0,25,1,0,0,1,29.651045165504964,1,0,0,1,14,1,24.20562774772543
533,35,3,0,29,1,0,0,1,46.78390912468984,1,1,0,0,9,0,42.09639413527861
534,33,41,1,20,1,0,1,0,63.37177166354999,1,0,0,1,20,1,45.56766201992942
535,33,60,0,28,0,1,0,0,38.73118353867835,1,0,0,1,3,1,21.93341029964482
536,43,14,1,29,1,0,0,1,60.348098433880864,0,1,0,0,15,1,47.45435778436639
537,37,75,1,29,1,0,0,1,47.643096169398376,0,0,0,1,17,1,31.395116543520505
538,12,82,1,29,0,0,0,1,54.34129425055923,0,0,0,1,16,1,37.45368674360702
539,3,12,1,24,0,0,1,0,62.64656907022541,1,0,0,1,4,0,44.82316328848252
540,1,87,1,27,1,0,0,1,54.29836151048089,1,0,0,1,11,1,36.771552859138794
541,33,12,0,28,1,0,0,1,44.08750440630634,1,1,0,0,8,1,36.82223406870271
542,40,13,1,25,0,0,1,0,55.62062752125228,1,0,0,1,3,0,38.46830059209032
543,10,25,0,23,0,1,0,0,43.382001547189944,0,1,0,0,19,1,20.381811797293018
544,43,45,1,29,0,0,0,1,52.73366852785388,1,0,0,1,14,1,36.99549760011357
545,44,19,0,27,1,0,0,1,37.48157040575227,1,0,1,0,9,1,29.109393622226186
546,29,55,1,26,1,0,0,1,50.29094673412295,1,0,1,0,3,1,45.585485505130706
547,13,100,1,24,0,1,0,0,61.892930782887646,1,0,0,1,4,1,44.00635604732925
548,12,45,0,27,0,0,0,1,47.012302774349415,0,0,0,1,4,0,31.44276534417731
549,31,8,0,22,1,1,0,0,60.93690438849311,1,0,0,1,11,0,34.945501475394934
550,46,93,1,25,1,1,1,0,80.93429530670906,0,0,0,1,19,0,54.87550720102869
551,2,53,0,19,0,0,0,1,49.71052685188788,1,0,0,1,16,1,29.76144608739356
552,50,55,1,24,1,0,0,1,56.14192156241985,0,0,0,1,17,0,42.262795297800494
553,35,32,1,21,0,0,0,1,54.76862584882057,1,0,0,1,10,1,35.56158872142017
554,23,51,0,26,0,0,1,0,52.251036591740785,0,0,0,1,17,1,30.965192254943457
555,17,44,0,29,1,0,0,1,57.878960241588956,1,0,0,1,16,1,41.28428659197313
556,26,82,0,18,0,0,0,1,47.51904968127337,0,1,0,0,20,1,28.660330502772553
557,8,70,1,24,1,1,0,0,43.374558997254574,1,0,1,0,6,0,27.22859711178308
558,29,18,0,23,1,0,0,1,34.73677228569492,1,0,0,1,7,1,22.871973226560726
559,26,83,1,25,1,1,1,0,46.572415069131715,0,0,0,1,14,0,30.506030617580365
560,10,22,0,22,0,0,0,1,59.014341651353675,0,0,0,1,11,1,45.27428838106627
561,26,37,1,18,0,0,0,1,40.60202888806869,1,1,1,0,12,1,31.59353333289584
562,34,96,1,18,0,1,0,0,52.46677896532757,0,0,0,1,14,1,37.74009134830574
563,41,56,1,26,1,0,0,1,48.76890136469069,1,1,0,0,5,1,42.99748133276326
564,7,59,0,27,1,0,1,0,43.792818769574026,0,0,0,1,5,0,30.931269166727994
565,4,3,1,23,1,0,0,1,31.46959670246733,0,1,0,0,20,1,20.598377531928655
566,50,28,1,27,1,0,0,1,63.62854699120787,1,0,0,1,15,0,44.872209314761385
567,45,74,1,22,1,0,0,1,55.17190530383378,0,0,0,1,1,1,31.264449043350695
568,11,35,1,18,1,0,0,1,76.6528782770926,0,0,0,1,9,1,53.93676748399399
569,29,61,0,23,0,0,0,1,60.794130139575415,1,0,0,1,3,1,34.105256038276586
570,36,93,0,23,0,1,0,0,63.40543978648547,0,0,0,1,4,0,49.53498211557147
571,25,54,1,20,1,0,0,1,32.50646268976602,1,0,0,1,16,1,23.729335784604277
572,21,63,0,25,0,1,0,0,32.331646354384404,0,0,0,1,7,1,27.12351060616779
573,36,79,1,18,0,0,0,1,50.42312061052587,0,0,0,1,14,1,38.6353756850359
574,10,97,1,18,1,0,0,1,38.518845765186875,1,0,0,1,16,1,34.97307670830357
575,37,7,0,23,1,0,0,1,43.18713153155974,0,1,0,0,18,1,38.17513935009427
576,9,76,1,27,0,0,1,0,75.26264180124969,1,0,0,1,16,1,47.9164105376861
577,24,49,0,18,1,1,0,0,61.89876171681861,1,0,0,1,16,1,46.52059423118787
578,35,94,1,23,1,0,0,1,40.643444576682036,1,1,0,0,2,1,32.568199385113225
579,49,85,1,18,0,0,0,1,26.338794864301246,1,0,0,1,10,1,22.253878764685858
580,35,31,1,23,0,0,0,1,39.8006266189595,0,0,0,1,7,1,16.39554258283502
581,48,58,0,20,0,0,1,0,44.42805557061278,1,0,0,1,15,1,29.876150718855015
582,36,61,0,25,1,1,1,0,46.78736330739924,1,1,0,0,9,1,40.75359822687944
583,18,24,1,23,1,1,0,0,37.20953748923379,0,0,0,1,7,1,24.076143689425127
584,49,20,1,28,1,0,0,1,61.29850592330794,1,0,0,1,16,1,55.31698601679141
585,39,37,1,18,1,0,1,0,42.88539206141746,1,0,0,1,3,1,33.68139132157314
586,32,4,0,22,0,0,0,1,56.4857767260271,1,0,0,1,17,1,40.17407457391076
587,24,92,0,25,0,0,0,1,50.53887421891022,0,0,0,1,8,1,39.83830630840492
588,23,20,0,20,1,1,0,0,59.384770550860424,1,0,0,1,2,1,43.3380270167907
589,32,60,1,29,0,0,1,0,47.62079671556955,1,0,0,1,20,1,39.7457606727677
590,37,24,0,23,0,0,1,0,40.7501356134203,1,1,0,0,3,0,29.675812221095256
591,12,50,0,22,0,0,0,1,44.01412795898034,0,0,0,1,8,1,31.093880653208853
592,49,49,1,23,0,1,0,0,44.15514885642195,1,0,0,1,2,1,24.10728349804778
593,13,51,0,27,0,0,1,0,70.64550551576234,0,0,0,1,19,1,50.009604323529814
594,23,96,1,18,0,0,0,1,50.76505271839288,0,0,0,1,17,1,29.637078183671953
595,25,36,1,24,0,0,0,1,50.04632814703877,0,0,0,1,5,1,30.345875564844775
596,35,98,1,26,0,0,0,1,58.82026540708549,1,0,0,1,20,0,45.08815148093139
597,41,100,0,19,1,1,0,0,49.99930145245871,1,0,0,1,17,1,36.875874506078375
598,30,66,0,27,1,0,0,1,61.2167631931437,0,0,0,1,10,0,42.46900531392731
599,17,79,1,22,0,0,0,1,46.279222392988856,1,1,0,0,9,1,30.888171539858565
600,49,34,1,27,1,0,1,0,45.26360249587311,1,0,1,0,6,0,35.00316716114148
601,20,36,1,21,0,0,0,1,40.19726503985172,1,0,0,1,11,0,26.961059597652845
602,48,6,0,23,1,0,0,1,68.50047330050701,0,0,0,1,2,1,38.47940197142523
